id,czech,translation,pronunciation,audio,sequence,level_id,part_id,language_id
11547,dolar,dollar,dˈɑːlɚ,dollar,486,1,,1
11548,ovoce,fruit,fɹˈuːt,fruit,487,1,,1
11549,dárek,gift,ɡˈɪft,gift,488,1,,1
11550,vysoký,high,hˈaɪ,high,489,1,,1
11551,choroba,illness,ˈɪlnəs,illness,490,1,,1
11552,mléko,milk,mˈɪlk,milk,491,1,,1
11553,kus,piece,pˈiːs,piece,492,1,,1
11554,chránit,protect,pɹətˈɛkt,protect,493,1,,1
11555,závod,race,ɹˈeɪs,race,494,1,,1
11556,od,since,sˈɪns,since,495,1,,1
11557,pomalý,slow,slˈoʊ,slow,496,1,,1
11558,úsměv,smile,smˈaɪl,smile,497,1,,1
11559,vstupenka,ticket,tˈɪkɪt,ticket,498,1,,1
11560,dobře,well,wˈɛl,well,499,1,,1
11561,nehoda,accident,ˈæksɪdənt,accident,500,1,,1
10796,krev,blood,blˈʌd,blood,501,2,,1
10797,během,during,dˈʊɹɹɪŋ,during,503,2,,1
10798,dokonce,even,ˈiːvən,even,504,2,,1
10799,obecný,general,dʒˈɛnɚɹəl,general,505,2,,1
10800,vybrat si,choose,tʃˈuːz,choose,506,2,,1
10801,informovat,inform,ɪnfˈɔːɹm,inform,507,2,,1
10802,málo,little,lˈɪɾəl,little,508,2,,1
10803,setkání,meeting,mˈiːɾɪŋ,meeting,509,2,,1
10804,pořadí,order,ˈɔːɹdɚ,order,510,2,,1
10805,párty,party,pˈɑːɹɾi,party,511,2,,1
10806,růžový,pink,pˈɪŋk,pink,512,2,,1
10792,odvětit,reply,ɹᵻplˈaɪ,reply,513,2,,1
10807,sníh,snow,snˈoʊ,snow,514,2,,1
10808,cukr,sugar,ʃˈʊɡɚ,sugar,515,2,,1
10809,cestovat,travel,tɹˈævəl,travel,516,2,,1
10811,virus,virus,vˈaɪɹəs,virus,517,2,,1
10812,mladý,young,jˈʌŋ,young,518,2,,1
10813,věřit,believe,bᵻlˈiːv,believe,520,2,,1
10814,oba,both,bˈoʊθ,both,521,2,,1
10815,šílený,crazy,kɹˈeɪzi,crazy,522,2,,1
10816,hrnek,cup,kˈʌp,cup,523,2,,1
10817,rozhodnout,decide,dᵻsˈaɪd,decide,524,2,,1
10818,někdy,ever,ˈɛvɚ,ever,525,2,,1
10819,pole,field,fˈiːld,field,526,2,,1
10820,srdce,heart,hˈɑːɹt,heart,527,2,,1
10821,představit si,imagine,ɪmˈædʒɪn,imagine,528,2,,1
10822,čára,line,lˈaɪn,line,529,2,,1
10823,maso,meat,mˈiːt,meat,530,2,,1
10824,přes,over,ˈoʊvɚ,over,531,2,,1
10825,táhnout,pull,pˈʊl,pull,532,2,,1
10826,prsten,ring,ɹˈɪŋ,ring,533,2,,1
10827,prodat,sell,sˈɛl,sell,534,2,,1
10828,podobný,similar,sˈɪmɪlɚ,similar,535,2,,1
10829,rychlost,speed,spˈiːd,speed,536,2,,1
10830,než,than,ðˈɐn,than,537,2,,1
10831,vaše,your,jˈʊɹ,your,538,2,,1
10832,nad,above,əbˈʌv,above,539,2,,1
10833,začít,begin,bɪɡˈɪn,begin,540,2,,1
10834,století,century,sˈɛntʃɚɹi,century,541,2,,1
10835,uvážit,consider,kənsˈɪdɚ,consider,542,2,,1
10836,nebezpečný,dangerous,dˈeɪndʒɚɹəs,dangerous,543,2,,1
10837,tmavý,dark,dˈɑːɹk,dark,544,2,,1
10838,chytrý,clever,klˈɛvɚ,clever,545,2,,1
10839,výměna,exchange,ɛkstʃˈeɪndʒ,exchange,546,2,,1
10840,vláda,government,ɡˈʌvɚnmənt,government,547,2,,1
10841,uslyšet,hear,hˈɪɹ,hear,548,2,,1
10842,skákat,jump,dʒˈʌmp,jump,549,2,,1
10843,materiál,material,mətˈɪɹiəl,material,550,2,,1
10844,blízko,near,nˈɪɹ,near,551,2,,1
10845,minulost,past,pˈæst,past,552,2,,1
10846,vyrábět,produce,pɹədˈuːs,produce,553,2,,1
10847,odstranit,remove,ɹᵻmˈuːv,remove,554,2,,1
10848,tajný,secret,sˈiːkɹᵻt,secret,555,2,,1
10849,unavený,tired,tˈaɪɚd,tired,556,2,,1
10850,televize,television,tˈɛlᵻvˌɪʒən,television,557,2,,1
10851,hodnota,value,vˈæljuː,value,558,2,,1
10852,kdy,when,wˈɛn,when,559,2,,1
10853,paže,arm,ˈɑːɹm,arm,560,2,,1
10854,za,behind,bᵻhˈaɪnd,behind,561,2,,1
10855,případ,case,kˈeɪs,case,562,2,,1
10856,shromáždit,collect,kəlˈɛkt,collect,563,2,,1
10857,kreslit,draw,dɹˈɔː,draw,564,2,,1
10858,zkoumat,examine,ɛɡzˈæmɪn,examine,565,2,,1
10859,padnout,fall,fˈɔːl,fall,566,2,,1
10860,růst,grow,ɡɹˈoʊ,grow,567,2,,1
10861,ihned,immediately,ɪmˈiːdɪətli,immediately,568,2,,1
10862,nízký,low,lˈoʊ,low,569,2,,1
10863,mysl,mind,mˈaɪnd,mind,570,2,,1
10864,vypnuto,off,ˈɔf,off,571,2,,1
10865,přihrávka,pass,pˈæs,pass,572,2,,1
10866,bota,shoe,ʃˈuː,shoe,573,2,,1
10867,hladový,hungry,hˈʌŋɡɹi,hungry,574,2,,1
10868,jistě,sure,ʃˈʊɹ,sure,575,2,,1
10869,test,test,tˈɛst,test,576,2,,1
10870,rozzuřený,angry,ˈæŋɡɹi,angry,577,2,,1
10871,znuděný,bored,bˈɔːɹd,bored,578,2,,1
10872,obvyklý,usual,jˈuːʒuːəl,usual,579,2,,1
10873,zatímco,while,wˈaɪl,while,580,2,,1
10874,před (časem),ago,ɐɡˈoʊ,ago,581,2,,1
10875,podél,along,ɐlˈɔŋ,along,582,2,,1
10876,medvěd,bear,bˈɛɹ,bear,583,2,,1
10877,podmínka,condition,kəndˈɪʃən,condition,584,2,,1
10878,přímý,direct,dᵻɹˈɛkt,direct,585,2,,1
10879,hrana,edge,ˈɛdʒ,edge,586,2,,1
10880,pokuta,fine,fˈaɪn,fine,587,2,,1
10881,půl,half,hˈæf,half,588,2,,1
10882,nadšený,excited,ɛksˈaɪɾᵻd,excited,589,2,,1
10883,kuře,chicken,tʃˈɪkɪn,chicken,590,2,,1
10884,zvýšit,increase,ˈɪŋkɹiːs,increase,591,2,,1
10885,časopis,magazine,mˌæɡɐzˈiːn,magazine,592,2,,1
10886,příroda,nature,nˈeɪtʃɚ,nature,593,2,,1
11099,talíř,plate,plˈeɪt,plate,594,2,,1
11169,chudý,poor,pˈʊɹ,poor,595,2,,1
11191,respektovat,respect,ɹᵻspˈɛkt,respect,596,2,,1
11354,ostrý,sharp,ʃˈɑːɹp,sharp,597,2,,1
10793,někdy,sometimes,sˈʌmtaɪmz,sometimes,598,2,,1
10794,stále,still,stˈɪl,still,599,2,,1
11562,vysoký,tall,tˈɔːl,tall,600,2,,1
10795,by,would,wˈʊd,would,601,2,,1
11565,přidat,add,ˈæd,add,602,2,,1
11566,mezi,among,ɐmˈʌŋ,among,603,2,,1
11567,postavený,built,bˈɪlt,built,604,2,,1
11568,společný,common,kˈɑːmən,common,605,2,,1
11569,záviset,depend,dᵻpˈɛnd,depend,606,2,,1
11570,brzy,early,ˈɜːli,early,607,2,,1
11571,restaurace,restaurant,ɹˈɛstɹɑːnt,restaurant,608,2,,1
11572,letět,fly,flˈaɪ,fly,609,2,,1
11573,stát se,happen,hˈæpən,happen,610,2,,1
11574,zkontrolovat,check,tʃˈɛk,check,611,2,,1
11632,představit (někoho),introduce,ˌɪntɹədˈuːs,introduce,612,2,,1
11575,méně,less,lˈɛs,less,613,2,,1
11576,znak,mark,mˈɑːɹk,mark,614,2,,1
11577,pacient,patient,pˈeɪʃənt,patient,615,2,,1
11578,možná,perhaps,pɚhˈæps,perhaps,616,2,,1
11579,vzestup,rise,ɹˈaɪz,rise,617,2,,1
11580,smysl,sense,sˈɛns,sense,618,2,,1
11581,krátký,short,ʃˈɔːɹt,short,619,2,,1
11582,stav,state,stˈeɪt,state,620,2,,1
11583,otočit,turn,tˈɜːn,turn,621,2,,1
11584,bude,will,wˈɪl,will,622,2,,1
11585,čin,act,ˈækt,act,623,2,,1
11586,tělocvična,gym,dʒˈɪm,gym,624,2,,1
11587,balkon,balcony,bˈælkəni,balcony,625,2,,1
11588,televize,TV,tˌiːvˈiː,tv,626,2,,1
11589,objevit se,appear,ɐpˈɪɹ,appear,627,2,,1
11590,přestávka,break,bɹˈeɪk,break,628,2,,1
11591,kurs,course,kˈɔːɹs,course,629,2,,1
11592,soud,court,kˈɔːɹt,court,630,2,,1
11633,diskutovat,discuss,dɪskˈʌs,discuss,631,2,,1
11593,účinek,effect,ɪfˈɛkt,effect,632,2,,1
9559,formulář,form,fˈɔːɹm,form,633,2,,1
11596,držet,hold,hˈoʊld,hold,634,2,,1
11597,hmyz,insect,ˈɪnsɛkt,insect,635,2,,1
11598,znamenat,mean,mˈiːn,mean,636,2,,1
11634,jednou,once,wˈʌns,once,637,2,,1
11599,účel,purpose,pˈɜːpəs,purpose,638,2,,1
11600,opravdu,really,ɹˈiəli,really,639,2,,1
11601,stavět,build,bˈɪld,build,640,2,,1
11602,projížďka,ride,ɹˈaɪd,ride,641,2,,1
11603,situace,situation,sˌɪtʃuːˈeɪʃən,situation,642,2,,1
11604,úspěch,success,səksˈɛs,success,643,2,,1
11605,ale,though,ðˈoʊ,though,644,2,,1
11606,na,upon,əpˈɑːn,upon,645,2,,1
11607,válka,war,wˈɔːɹ,war,646,2,,1
11608,zaneprázdněný,busy,bˈɪzi,busy,647,2,,1
11609,detail,detail,diːtˈeɪl,detail,648,2,,1
11610,zvláště,especially,ɪspˈɛʃəli,especially,649,2,,1
11611,dokončit,finish,fˈɪnɪʃ,finish,650,2,,1
11612,země,ground,ɡɹˈaʊnd,ground,651,2,,1
11613,prázdniny,holiday,hˈɑːlɪdˌeɪ,holiday,652,2,,1
11614,volba,choice,tʃˈɔɪs,choice,653,2,,1
11615,lekce,lesson,lˈɛsən,lesson,654,2,,1
11616,oranžový,orange,ˈɔɹɪndʒ,orange,655,2,,1
11617,dokonalý,perfect,pˈɜːfɛkt,perfect,656,2,,1
11618,žádost,request,ɹᵻkwˈɛst,request,657,2,,1
11619,roční období,season,sˈiːzən,season,658,2,,1
11620,nemocný,sick,sˈɪk,sick,659,2,,1
11621,zítra,tomorrow,təmˈɑːɹoʊ,tomorrow,660,2,,1
11622,vítáme,welcome,wˈɛlkʌm,welcome,661,2,,1
11623,včera,yesterday,jˈɛstɚdˌeɪ,yesterday,662,2,,1
11624,vařit,cook,kˈʊk,cook,663,2,,1
11625,souhlasit,agree,ɐɡɹˈiː,agree,664,2,,1
11626,most,bridge,bɹˈɪdʒ,bridge,665,2,,1
11627,koláč,cake,kˈeɪk,cake,666,2,,1
11628,zákazník,customer,kˈʌstəmɚ,customer,667,2,,1
11629,datum,date,dˈeɪt,date,668,2,,1
11630,vstoupit,enter,ˈɛntɚ,enter,669,2,,1
11635,budoucnost,future,fjˈuːtʃɚ,future,670,2,,1
11636,vlas,hair,hˈɛɹ,hair,672,2,,1
11637,obraz,image,ˈɪmɪdʒ,image,673,2,,1
11638,jazyk,language,lˈæŋɡwɪdʒ,language,674,2,,1
11639,šachy,chess,tʃˈɛs,chess,675,2,,1
11640,plavat,swim,swˈɪm,swim,676,2,,1
11641,letadlo,plane,plˈeɪn,plane,677,2,,1
11642,soukromý,private,pɹˈaɪvət,private,678,2,,1
11643,velikost,size,sˈaɪz,size,679,2,,1
11644,nebe,sky,skˈaɪ,sky,680,2,,1
11645,chytrý,smart,smˈɑːɹt,smart,681,2,,1
11646,děkovat,thank,θˈæŋk,thank,682,2,,1
11647,počasí,weather,wˈɛðɚ,weather,683,2,,1
11648,herec,actor,ˈæktɚ,actor,684,2,,1
11649,lahev,bottle,bˈɑːɾəl,bottle,685,2,,1
11718,tkanina,cloth,klˈɔθ,cloth,686,2,,1
11686,kabát,coat,kˈoʊt,coat,687,2,,1
11650,zničit,destroy,dᵻstɹˈɔɪ,destroy,688,2,,1
11651,všude,everywhere,ˈɛvɹɪwˌɛɹ,everywhere,689,2,,1
11652,prst,finger,fˈɪŋɡɚ,finger,690,2,,1
11653,průvodce,guide,ɡˈaɪd,guide,691,2,,1
11654,zlepšit,improve,ɪmpɹˈuːv,improve,692,2,,1
11655,nůž,knife,nˈaɪf,knife,693,2,,1
11656,velký,large,lˈɑːɹdʒ,large,694,2,,1
11657,chyba,mistake,mɪstˈeɪk,mistake,695,2,,1
11658,oceán,ocean,ˈoʊʃən,ocean,696,2,,1
11659,rostlina,plant,plˈænt,plant,697,2,,1
11660,opakovat,repeat,ɹᵻpˈiːt,repeat,698,2,,1
11661,sůl,salt,sˈɔlt,salt,699,2,,1
11662,zvláštní,special,spˈɛʃəl,special,700,2,,1
11663,článek,article,ˈɑːɹɾɪkəl,article,701,2,,1
11664,kost,bone,bˈoʊn,bone,702,2,,1
11665,špinavý,dirty,dˈɜːɾi,dirty,703,2,,1
11666,kromě,except,ɛksˈɛpt,except,704,2,,1
11667,slavný,famous,fˈeɪməs,famous,705,2,,1
11668,benzin,gas,ɡˈæs,gas,706,2,,1
11669,levný,cheap,tʃˈiːp,cheap,707,2,,1
11670,rozhovor,interview,ˈɪntɚvjˌuː,interview,708,2,,1
19555,měsíc (na obloze),moon,mˈuːn,moon,709,2,,1
11671,hezký,nice,nˈaɪs,nice,710,2,,1
11672,připravit,prepare,pɹɪpˈɛɹ,prepare,711,2,,1
11673,vězení,prison,pɹˈɪzən,prison,712,2,,1
11674,rýže,rice,ɹˈaɪs,rice,713,2,,1
11675,zdát se,seem,sˈiːm,seem,714,2,,1
11676,sukně,skirt,skˈɜːt,skirt,715,2,,1
11677,divný,strange,stɹˈeɪndʒ,strange,716,2,,1
11678,vlak,train,tɹˈeɪn,train,717,2,,1
11679,teplý,warm,wˈɔːɹm,warm,718,2,,1
11680,účet,account,ɐkˈaʊnt,account,719,2,,1
11681,pták,bird,bˈɜːd,bird,720,2,,1
11682,oblak,cloud,klˈaʊd,cloud,721,2,,1
11683,pohodlný,comfortable,kˈʌmftəbəl,comfortable,722,2,,1
11684,poškození,damage,dˈæmɪdʒ,damage,723,2,,1
11685,prach,dust,dˈʌst,dust,724,2,,1
9560,cvičení,exercise,ˈɛksɚsˌaɪz,exercise,725,2,,1
11687,oblíbený,favourite,fˈeɪvɹɪt,favourite,726,2,,1
11688,nemocnice,hospital,hˈɑːspɪɾəl,hospital,727,2,,1
11689,vtip,joke,dʒˈoʊk,joke,728,2,,1
11690,zpráva,message,mˈɛsɪdʒ,message,729,2,,1
11691,malovat,paint,pˈeɪnt,paint,730,2,,1
11692,vztah,relationship,ɹᵻlˈeɪʃənʃˌɪp,relationship,732,2,,1
11693,věda,science,sˈaɪəns,science,733,2,,1
11694,vážný,serious,sˈɪɹiəs,serious,734,2,,1
11695,utrácet,spend,spˈɛnd,spend,735,2,,1
11696,špatně,wrong,ɹˈɔŋ,wrong,736,2,,1
11697,množství,amount,ɐmˈaʊnt,amount,737,2,,1
11698,banka,bank,bˈæŋk,bank,738,2,,1
11699,hnědý,brown,bɹˈaʊn,brown,739,2,,1
11700,dav,crowd,kɹˈaʊd,crowd,740,2,,1
19556,dohoda,deal,dˈiːl,deal,741,2,,1
11701,motor,engine,ˈɛndʒɪn,engine,742,2,,1
11702,následovat,follow,fˈɑːloʊ,follow,743,2,,1
11703,čokoláda,chocolate,tʃˈɑːklət,chocolate,744,2,,1
11704,jednotlivý,individual,ˌɪndᵻvˈɪdʒuːəl,individual,745,2,,1
11705,levý,left,lˈɛft,left,746,2,,1
11706,jídlo,meal,mˈiːl,meal,747,2,,1
11707,olej,oil,ˈɔɪl,oil,748,2,,1
11708,bolest,pain,pˈeɪn,pain,749,2,,1
11709,pravděpodobně,probably,pɹˈɑːbəbli,probably,750,2,,1
11710,nahradit,replace,ɹᵻplˈeɪs,replace,751,2,,1
11711,společnost,society,səsˈaɪəɾi,society,752,2,,1
11712,náměstí,square,skwˈɛɹ,square,753,2,,1
11713,krok,step,stˈɛp,step,754,2,,1
11714,teplota,temperature,tˈɛmpɹɪtʃɚ,temperature,755,2,,1
11715,univerzita,university,jˌuːnɪvˈɜːsᵻɾi,university,756,2,,1
11716,přijmout,accept,ɐksˈɛpt,accept,757,2,,1
11719,postupovat,advance,ɐdvˈæns,advance,758,2,,1
11717,kapitán,captain,kˈæptɪn,captain,759,2,,1
11720,centrum,centre,sˈɛntɚ,centre,760,2,,1
11721,poptávka,demand,dᵻmˈænd,demand,761,2,,1
11722,nepřítel,enemy,ˈɛnəmi,enemy,762,2,,1
11723,továrna,factory,fˈæktɚɹi,factory,763,2,,1
11724,nelegální,illegal,ɪlˈiːɡəl,illegal,764,2,,1
11725,právo,law,lˈɔː,law,765,2,,1
11726,nos,nose,nˈoʊz,nose,766,2,,1
11727,benzin,petrol,pˈɛtɹəl,petrol,767,2,,1
11728,hrdý,proud,pɹˈaʊd,proud,768,2,,1
11729,zodpovědný,responsible,ɹᵻspˈɑːnsᵻbəl,responsible,769,2,,1
11730,obchod,store,stˈɔːɹ,store,770,2,,1
11731,úspěšný,successful,səksˈɛsfəl,successful,771,2,,1
11732,vrchol,top,tˈɑːp,top,772,2,,1
11733,vítězit,win,wˈɪn,win,773,2,,1
11734,dostupný,available,ɐvˈeɪləbəl,available,774,2,,1
11482,člun,boat,bˈoʊt,boat,775,2,,1
11735,půjčit si,borrow,bˈɑːɹoʊ,borrow,776,2,,1
11736,pobřeží,coast,kˈoʊst,coast,777,2,,1
11737,smetana,cream,kɹˈiːm,cream,778,2,,1
11738,vyjádření,expression,ɛkspɹˈɛʃən,expression,780,2,,1
11739,farma,farm,fˈɑːɹm,farm,781,2,,1
11740,historie,history,hˈɪstɚɹi,history,782,2,,1
11741,zranit,injure,ˈɪndʒɚ,injure,783,2,,1
11742,mapa,map,mˈæp,map,784,2,,1
11743,získat,obtain,əbtˈeɪn,obtain,785,2,,1
11772,pokojný,peaceful,pˈiːsfəl,peaceful,786,2,,1
11744,cvičit,practise,pɹˈæktɪs,practise,787,2,,1
11745,nedávno,recently,ɹˈiːsəntli,recently,788,2,,1
11746,tvar,shape,ʃˈeɪp,shape,789,2,,1
11747,stříbro,silver,sˈɪlvɚ,silver,790,2,,1
11748,kouřit,smoke,smˈoʊk,smoke,791,2,,1
11749,dotknout se,touch,tˈʌtʃ,touch,792,2,,1
11750,umýt,wash,wˈɑːʃ,wash,793,2,,1
11751,výhoda,advantage,ɐdvˈæntɪdʒ,advantage,794,2,,1
11752,útok,attack,ɐtˈæk,attack,795,2,,1
11753,máslo,butter,bˈʌɾɚ,butter,796,2,,1
11754,klub,club,klˈʌb,club,797,2,,1
11755,vysoká škola,college,kˈɑːlɪdʒ,college,798,2,,1
11756,stupeň,degree,dᵻɡɹˈiː,degree,799,2,,1
11773,útěk,escape,ɛskˈeɪp,escape,800,2,,1
11757,brána,gate,ɡˈeɪt,gate,801,2,,1
11758,nezávislý,independent,ˌɪndᵻpˈɛndənt,independent,802,2,,1
11759,vdát se,marry,mˈæɹi,marry,803,2,,1
11760,oženit se,marry,mˈæɹi,marry,804,2,,1
11761,předmět,object,ˈɑːbdʒɛkt,object,805,2,,1
11762,cesta,path,pˈæθ,path,806,2,,1
11763,tichý,quiet,kwˈaɪət,quiet,807,2,,1
11764,odmítnout,refuse,ɹᵻfjˈuːz,refuse,808,2,,1
11765,předmět,subject,sˈʌbdʒɛkt,subject,809,2,,1
11766,zásobování,supply,səplˈaɪ,supply,810,2,,1
11767,chutnat,taste,tˈeɪst,taste,811,2,,1
11768,obvykle,usually,jˈuːʒuːəli,usually,812,2,,1
11769,zelenina,vegetable,vˈɛdʒɪɾəbəl,vegetable,813,2,,1
11774,uspořádat,arrange,ɚɹˈeɪndʒ,arrange,814,2,,1
11775,níže,below,bᵻlˈoʊ,below,815,2,,1
11776,cigareta,cigarette,sˌɪɡɚɹˈɛt,cigarette,816,2,,1
11777,chalupa,cottage,kˈɑːɾɪdʒ,cottage,817,2,,1
11778,oddělení,department,dᵻpˈɑːɹtmənt,department,818,2,,1
11779,vydělat,earn,ˈɜːn,earn,819,2,,1
11780,čelní,front,fɹˈʌnt,front,820,2,,1
11781,jemný,gentle,dʒˈɛntəl,gentle,821,2,,1
11782,klobouk,hat,hˈæt,hat,822,2,,1
11783,nástroj,instrument,ˈɪnstɹəmənt,instrument,823,2,,1
11784,stroj,machine,məʃˈiːn,machine,824,2,,1
11785,noviny,newspaper,nˈuːzpeɪpɚ,newspaper,825,2,,1
11786,balíček,parcel,pˈɑːɹsəl,parcel,826,2,,1
11787,náboženství,religion,ɹᵻlˈɪdʒən,religion,827,2,,1
11788,oprava,repair,ɹᵻpˈɛɹ,repair,828,2,,1
11789,sloužit,serve,sˈɜːv,serve,829,2,,1
11790,rameno,shoulder,ʃˈoʊldɚ,shoulder,830,2,,1
11791,výlet,trip,tɹˈɪp,trip,831,2,,1
11792,vesnice,village,vˈɪlɪdʒ,village,832,2,,1
11793,dorazit,arrive,ɚɹˈaɪv,arrive,833,2,,1
11794,narozený,born,bˈɔːɹn,born,834,2,,1
11795,oblečení,clothes,klˈoʊðz,clothes,835,2,,1
11804,napravit,correct,kɚɹˈɛkt,correct,836,2,,1
11796,dvojitý,double,dˈʌbəl,double,837,2,,1
11797,zapomenout,forget,fɚɡˈɛt,forget,838,2,,1
11798,cíl,goal,ɡˈoʊl,goal,839,2,,1
11799,nenávidět,hate,hˈeɪt,hate,840,2,,1
11800,zabít,kill,kˈɪl,kill,841,2,,1
11801,poslední,last,lˈæst,last,842,2,,1
11802,hlavní,main,mˈeɪn,main,843,2,,1
11803,pár,pair,pˈɛɹ,pair,844,2,,1
11805,slib,promise,pɹˈɑːmɪs,promise,845,2,,1
11806,pravidelný,regular,ɹˈɛɡjʊlɚ,regular,846,2,,1
11807,někde,somewhere,sˈʌmwɛɹ,somewhere,847,2,,1
11808,prostor,space,spˈeɪs,space,848,2,,1
11809,tyto,these,ðˈiːz,these,849,2,,1
11810,užitečný,useful,jˈuːsfəl,useful,850,2,,1
11811,bez,without,wɪðˈaʊt,without,851,2,,1
11812,zvíře,animal,ˈænɪməl,animal,852,2,,1
11813,pivo,beer,bˈɪɹ,beer,853,2,,1
11814,klidný,calm,kˈɑːm,calm,854,2,,1
11815,kopírovat,copy,kˈɑːpi,copy,855,2,,1
10467,pokrm,dish,dˈɪʃ,dish,856,2,,1
11860,vyjádřit,express,ɛkspɹˈɛs,express,857,2,,1
11816,zahraniční,foreign,fˈɔːɹən,foreign,858,2,,1
11817,uhodnout,guess,ɡˈɛs,guess,859,2,,1
11818,manžel,husband,hˈʌsbənd,husband,860,2,,1
11819,ležet,lie,lˈaɪ,lie,861,2,,1
11820,můj,mine,mˈaɪn,mine,862,2,,1
11821,názor,opinion,əpˈɪniən,opinion,863,2,,1
11822,cestující,passenger,pˈæsɪndʒɚ,passenger,864,2,,1
11823,tisknout,press,pɹˈɛs,press,865,2,,1
11824,pravidlo,rule,ɹˈuːl,rule,866,2,,1
11825,znamení,sign,sˈaɪn,sign,867,2,,1
11826,podpora,support,səpˈɔːɹt,support,868,2,,1
11827,ti,those,ðˈoʊz,those,869,2,,1
11828,rok,year,jˈɪɹ,year,871,2,,1
11829,bát se,afraid,ɐfɹˈeɪd,afraid,872,2,,1
11830,deska,board,bˈɔːɹd,board,873,2,,1
11831,kruh,circle,sˈɜːkəl,circle,874,2,,1
11832,počítat,count,kˈaʊnt,count,875,2,,1
11833,smrt,death,dˈɛθ,death,876,2,,1
11834,objevit,discover,dɪskˈʌvɚ,discover,877,2,,1
11835,legrační,funny,fˈʌni,funny,878,2,,1
11836,host,guest,ɡˈɛst,guest,879,2,,1
11837,kůň,horse,hˈɔːɹs,horse,880,2,,1
11838,jezero,lake,lˈeɪk,lake,881,2,,1
11839,moderní,modern,mˈɑːdɚn,modern,882,2,,1
11840,nezbytný,necessary,nˈɛsᵻsɚɹi,necessary,883,2,,1
11841,spousta,plenty,plˈɛnti,plenty,884,2,,1
11842,zisk,profit,pɹˈɑːfɪt,profit,885,2,,1
11843,sdílet,share,ʃˈɛɹ,share,887,2,,1
11844,krást,steal,stˈiːl,steal,888,2,,1
11845,důvěřovat,trust,tɹˈʌst,trust,889,2,,1
11846,přát si,wish,wˈɪʃ,wish,890,2,,1
11847,obdivovat,admire,ɐdmˈaɪɚ,admire,891,2,,1
11848,dovolit,allow,ɐlˈaʊ,allow,892,2,,1
11849,bitva,battle,bˈæɾəl,battle,893,2,,1
11850,šplhat,climb,klˈaɪm,climb,894,2,,1
11851,úplný,complete,kəmplˈiːt,complete,895,2,,1
11852,rozdělit,divide,dᵻvˈaɪd,divide,896,2,,1
11853,úsilí,effort,ˈɛfɚt,effort,897,2,,1
11854,čerstvý,fresh,fɹˈɛʃ,fresh,898,2,,1
11855,díra,hole,hˈoʊl,hole,899,2,,1
11856,skutečně,indeed,ˌɪndˈiːd,indeed,900,2,,1
11857,manželství,marriage,mˈæɹɪdʒ,marriage,901,2,,1
11858,vně,outside,aʊtsˈaɪd,outside,902,2,,1
9563,příjemný,pleasant,plˈɛzənt,pleasant,903,2,,1
13426,bod,point,pˈɔɪnt,point,904,2,,1
11861,nedávný,recent,ɹˈiːsənt,recent,905,2,,1
11862,sekretářka,secretary,sˈɛkɹətɹi,secretary,906,2,,1
11863,měkký,soft,sˈɔft,soft,907,2,,1
11864,třetí,third,θˈɜːd,third,908,2,,1
11865,různé,various,vˈɛɹiəs,various,909,2,,1
11866,dobrodružství,adventure,ɐdvˈɛntʃɚ,adventure,910,2,,1
11867,dno,bottom,bˈɑːɾəm,bottom,912,2,,1
11868,mince,coin,kˈɔɪn,coin,913,2,,1
11943,pohodlí,comfort,kˈʌmfɚt,comfort,914,2,,1
11869,kapka,drop,dɹˈɑːp,drop,915,2,,1
11870,rovný,equal,ˈiːkwəl,equal,916,2,,1
11871,puška,gun,ɡˈʌn,gun,917,2,,1
11872,inteligentní,intelligent,ɪntˈɛlɪdʒənt,intelligent,918,2,,1
11873,připojit se,join,dʒˈɔɪn,join,919,2,,1
11874,smát se,laugh,lˈæf,laugh,920,2,,1
11875,střed,middle,mˈɪdəl,middle,921,2,,1
11944,provést,perform,pɚfˈɔːɹm,perform,922,2,,1
11876,obyčejný,plain,plˈeɪn,plain,923,2,,1
11877,řada,row,ɹˈoʊ,row,924,2,,1
11878,voják,soldier,sˈoʊldʒɚ,soldier,925,2,,1
11879,povrch,surface,sˈɜːfɪs,surface,926,2,,1
11880,tlustý,thick,θˈɪk,thick,927,2,,1
11881,až,until,ʌntˈɪl,until,928,2,,1
11882,divoký,wild,wˈaɪld,wild,929,2,,1
11883,pokoušet se,attempt,ɐtˈɛmpt,attempt,930,2,,1
11884,účtenka,bill,bˈɪl,bill,931,2,,1
11885,dýchat,breathe,bɹˈiːð,breathe,932,2,,1
11886,bránit,defend,dᵻfˈɛnd,defend,933,2,,1
11887,tlustý,fat,fˈæt,fat,934,2,,1
11888,šedý,grey,ɡɹˈeɪ,grey,935,2,,1
11889,horký,hot,hˈɑːt,hot,936,2,,1
11945,znak,character,kˈæɹɪktɚ,character,937,2,,1
11890,importovat,import,ɪmpˈɔːɹt,import,938,2,,1
11891,ztratit,lose,lˈuːz,lose,939,2,,1
11892,hora,mountain,mˈaʊntɪn,mountain,940,2,,1
11893,operace,operation,ˌɑːpɚɹˈeɪʃən,operation,941,2,,1
11894,odměna,prize,pɹˈaɪz,prize,942,2,,1
11895,risk,risk,ɹˈɪsk,risk,943,2,,1
11896,bezpečný,safe,sˈeɪf,safe,944,2,,1
11897,náhle,suddenly,sˈʌdənli,suddenly,945,2,,1
11898,oblek,suit,sˈuːt,suit,946,2,,1
